id,band_gap
4834746.cif,0
4832883.cif,0
4832565.cif,0
4832808.cif,0
4832640.cif,0
4833528.cif,0
4831923.cif,0
4832958.cif,0
4834413.cif,0
4833129.cif,0
4833588.cif,0
4833732.cif,0
4832928.cif,0.39
4833597.cif,0
4831914.cif,0
4834008.cif,0
4832790.cif,0
4834209.cif,0
4834149.cif,0
4833558.cif,0
4833867.cif,0
4832007.cif,0
4835190.cif,0
4832691.cif,0
4833216.cif,0
4833702.cif,0
4833315.cif,0
4831944.cif,0
4832880.cif,0
4832001.cif,0
4894323.cif,0
4832727.cif,0
4862058.cif,0
4834050.cif,0
4833861.cif,0
4835790.cif,0
4832079.cif,0
4833648.cif,0
4832604.cif,0
4832634.cif,0
4832850.cif,0
4834857.cif,0
4834074.cif,0
4832766.cif,0
4834362.cif,0
4833531.cif,0
4832922.cif,0
4832658.cif,0
4832949.cif,2.826
4835607.cif,0
4831929.cif,0
4833306.cif,0
4832700.cif,0
4832934.cif,3.182
4835502.cif,0
4862175.cif,0.753
4832784.cif,0
4894521.cif,0
4831995.cif,0
4833684.cif,0
4832910.cif,0
4832892.cif,0
4832049.cif,0
4834926.cif,0
4894719.cif,0
4862025.cif,0.882
4831971.cif,0
4894317.cif,0
4832016.cif,0
4832865.cif,0
4834743.cif,0
4834839.cif,0
4832925.cif,1.399
4833969.cif,0
4834962.cif,0
4833831.cif,0
4832754.cif,0
4833705.cif,0
4895112.cif,0
4832769.cif,0
4862106.cif,0
4834884.cif,0
4831959.cif,0
4834824.cif,0
4862109.cif,0
4833696.cif,0
4834536.cif,0
4833549.cif,0
4832238.cif,0
4834062.cif,0
4862118.cif,0
4835544.cif,1.204
4836009.cif,0
4835007.cif,0
4833051.cif,0
4831977.cif,0
4834560.cif,0
4835706.cif,0
4834119.cif,0
4833126.cif,0
4832046.cif,0
4834656.cif,4.664
4832190.cif,0
4833441.cif,0
4833570.cif,0
4833984.cif,0
4834164.cif,0
4832055.cif,0
4833033.cif,0
4834587.cif,0
4832832.cif,0
4831989.cif,0
4831983.cif,0
4833039.cif,0
4860144.cif,0
4835604.cif,0
4834794.cif,0
4833138.cif,0
4832961.cif,0
4834497.cif,0
4833897.cif,0
4834875.cif,0
4832091.cif,0
4832994.cif,0
4833048.cif,0
4832775.cif,0
4835001.cif,2.986
4832874.cif,0
4862172.cif,0
4832118.cif,0
4832022.cif,0
4833270.cif,0
4832820.cif,0
4833303.cif,0
4833348.cif,0
4832793.cif,0
4833117.cif,0
4833231.cif,0
4833234.cif,0
4833309.cif,0
4832181.cif,0
4832166.cif,0
4832244.cif,0
4894326.cif,0
4833210.cif,0
4834095.cif,0
4833666.cif,0
4833981.cif,0
4834551.cif,0
4834176.cif,0
4832895.cif,0
4835820.cif,0
4833123.cif,0
4833495.cif,0
4833567.cif,0
4833012.cif,0
4833162.cif,0
4832094.cif,0
4832877.cif,0
4832031.cif,0
4832061.cif,0
4832991.cif,0
4834287.cif,0
4832058.cif,0
4833021.cif,0
4832847.cif,0
4833024.cif,0
4833849.cif,0
4832103.cif,0
4832985.cif,3.327
4832982.cif,0
4833357.cif,0
4832898.cif,0
4834788.cif,0
4832037.cif,0
4834524.cif,2.939
4834464.cif,1.253
4832976.cif,0
4833414.cif,0
4834803.cif,3.63
4833699.cif,1.919
4833237.cif,0
4833744.cif,0
4836150.cif,0
4832184.cif,0
4833045.cif,0
4836045.cif,0
4832805.cif,0
4834959.cif,0.818
4835985.cif,0.401
4862070.cif,0.87
4834836.cif,0
4835337.cif,2.216
4833720.cif,0
4850172.cif,0
4301313.cif,0
4850262.cif,0
4291176.cif,0
4877802.cif,0
4877805.cif,0
4877808.cif,0
4877811.cif,0
4877814.cif,0
4877817.cif,0
4896702.cif,0
4896633.cif,0
4896333.cif,0.373
4897125.cif,0
4896114.cif,0.897
4895877.cif,0
4895691.cif,0
4895439.cif,0
4895472.cif,0
4895535.cif,0
4895466.cif,0
4895544.cif,0
4895418.cif,0
4895484.cif,0
4895451.cif,0
4895358.cif,0
4896237.cif,0
4895613.cif,0
4895796.cif,0
4895664.cif,0
4895523.cif,0.638
4895661.cif,0
4895442.cif,0
4895625.cif,0
4895367.cif,2.195
4895385.cif,2.042
4895349.cif,0
4895463.cif,0
4895895.cif,0
4895406.cif,0
4895481.cif,0.84
4895565.cif,0
4895721.cif,0
4895445.cif,0
4896120.cif,0.506
4895448.cif,0
4896636.cif,2.083
4895940.cif,0
4895364.cif,0
4895694.cif,0
4895403.cif,0
4895373.cif,0
4895370.cif,1.948
4895607.cif,0
4896882.cif,0.628
4895649.cif,0
4895583.cif,0
4896111.cif,0
4895382.cif,0
4895589.cif,0
4895886.cif,0
4896711.cif,0
4895424.cif,0
4895670.cif,0.632
4895409.cif,0
4895436.cif,0
4895352.cif,0
4895376.cif,0
4895703.cif,0
4895595.cif,0
4895568.cif,0
4895454.cif,0
4895598.cif,0
4895508.cif,0
4896150.cif,0
4895412.cif,0
4896690.cif,0
4895727.cif,0
4895415.cif,0
4895460.cif,0
4895967.cif,0
4895526.cif,0
4895430.cif,0
4895457.cif,0
4895397.cif,0
4895388.cif,0
4895433.cif,0
4895421.cif,0
4895379.cif,0
4896891.cif,0
4896894.cif,0
4896108.cif,0
4895553.cif,0
4895652.cif,0.357
4895766.cif,0
4896720.cif,0
4896276.cif,0
4896570.cif,0
4896132.cif,0
4896027.cif,0
4896663.cif,0
4896600.cif,0
4896348.cif,0
4896933.cif,0
4895760.cif,0
4895880.cif,0
4897128.cif,0
4895493.cif,0
4895622.cif,0
4896939.cif,0
4897245.cif,0
4897116.cif,0
4895736.cif,0
4896126.cif,0
4896045.cif,0
4895559.cif,2.017
4895799.cif,0
4895937.cif,0
4895949.cif,0
4895775.cif,0
4895802.cif,2.1
4896726.cif,0
4896315.cif,0
4896954.cif,0
4896729.cif,0
4896957.cif,0
4896090.cif,0
4895706.cif,0
4895697.cif,2.051
4896630.cif,0
4895355.cif,0
4895787.cif,2.574
4895631.cif,0
4895400.cif,0
4896003.cif,0
4895904.cif,0
4895829.cif,0
4896609.cif,0
4895637.cif,0
4895634.cif,0
4896072.cif,0
4896030.cif,0
4896309.cif,0
4896966.cif,0
4896096.cif,0
4896357.cif,0
4896216.cif,0
4896306.cif,0
4895844.cif,0
4896066.cif,0
4896099.cif,0
4896372.cif,0
4897194.cif,0
4895805.cif,0
4896141.cif,0
4896033.cif,0
4895499.cif,0
4896312.cif,0
4896075.cif,0
4895808.cif,0
4896558.cif,0
4897305.cif,0
4896123.cif,0
4896234.cif,0
4895709.cif,0
4896735.cif,0
4895772.cif,0
4896039.cif,0
4896339.cif,0
4895832.cif,0
4895952.cif,0
4896009.cif,0
4896105.cif,0
4896342.cif,0
4896549.cif,0
4896738.cif,0
4896351.cif,0
4895988.cif,0
4895730.cif,1.206
4895682.cif,0
4895865.cif,0
4895679.cif,0
4895907.cif,0
4896741.cif,0
4896264.cif,0
4895901.cif,0
4896147.cif,0
4896975.cif,0
4896360.cif,0
4895619.cif,0.202
4895868.cif,0
4896069.cif,0
4895871.cif,0
4895916.cif,0
4895934.cif,0
4895823.cif,0
4895784.cif,0
4896366.cif,0.524
4896399.cif,0
4895946.cif,0
4896753.cif,0
4896288.cif,0
4896153.cif,0
4896510.cif,0
4895640.cif,0
4896321.cif,0
4896759.cif,1.332
4896285.cif,0
4896765.cif,0
4895874.cif,0
4896369.cif,0
4896240.cif,0
4895646.cif,0
4895733.cif,2.209
4895985.cif,0
4896489.cif,0
4895979.cif,0
4896987.cif,0.766
4896378.cif,0
4896402.cif,0
4895763.cif,0
4896381.cif,0.224
4895547.cif,0
4895580.cif,0
4896567.cif,0
4895610.cif,0
4895862.cif,0
4896990.cif,0
4896159.cif,0
4897248.cif,0
4895520.cif,0
4895826.cif,0
4896384.cif,0
4896774.cif,0
4896387.cif,0
4896996.cif,0
4896390.cif,0
4895973.cif,0
4896162.cif,0
4896999.cif,0
4895910.cif,0
4895925.cif,0
4895790.cif,0
4896165.cif,0
4895751.cif,0
4896228.cif,0
4896018.cif,0
4895514.cif,0
4895856.cif,0
4896042.cif,0
4895976.cif,0
4896168.cif,0
4896243.cif,0
4896396.cif,0
4896231.cif,0
4895859.cif,0
4895841.cif,0
4895919.cif,0.31
4896681.cif,0
4896174.cif,0
4896048.cif,0
4896177.cif,0
4896405.cif,0
4896180.cif,0
4896408.cif,0
4896246.cif,0
4895994.cif,0
4896411.cif,0
4895628.cif,0
4896420.cif,0
4895928.cif,0
4895742.cif,0
4896513.cif,0
4897224.cif,0
4896645.cif,0
4895817.cif,0
4896552.cif,0
4896432.cif,0
4896252.cif,0
4896657.cif,0
4896789.cif,0
4896585.cif,0
4895556.cif,0
4896255.cif,0
4895931.cif,0
4895961.cif,0
4896258.cif,0
4896435.cif,0
4896438.cif,0
4896441.cif,0
4897008.cif,0
4897011.cif,0
4896795.cif,0
4897014.cif,0
4896666.cif,0
4897425.cif,0
4896684.cif,0
4897119.cif,0
4897023.cif,0
4896798.cif,0
4897026.cif,0
4897029.cif,0
4897035.cif,0.851
4896801.cif,0
4896804.cif,0
4896189.cif,0
4896504.cif,0
4896261.cif,0
4896291.cif,0
4896516.cif,0
4896606.cif,0
4896453.cif,0
4896456.cif,0
4896459.cif,0
4896081.cif,0
4896588.cif,0
4896819.cif,0
4897254.cif,0
4896279.cif,0
4896198.cif,0
4896057.cif,0
4896672.cif,0
4896480.cif,0
4897044.cif,0
4909344.cif,0
4909332.cif,0
4910565.cif,0
4956993.cif,0
4956852.cif,0
4957098.cif,0
4956957.cif,0
4957263.cif,0
4957377.cif,0
4957167.cif,0
4957251.cif,0
4956975.cif,0
4956984.cif,0
4957101.cif,0
4956960.cif,0
4956987.cif,0
4956963.cif,0
4957284.cif,0
4956990.cif,0
4957242.cif,0
4956939.cif,0
5097846.cif,0
5097858.cif,0
5097852.cif,0
5097891.cif,0
5097870.cif,0
5097876.cif,0
5097855.cif,0
5097942.cif,0
5097867.cif,0
5097900.cif,0
5097903.cif,0
5097927.cif,0
5097888.cif,0
5122443.cif,0
5122146.cif,0
5122152.cif,0
5498087.cif,0
5498144.cif,0
5507132.cif,0
5562927.cif,0
5563442.cif,4.056
5592655.cif,0
5592658.cif,5.261
5592660.cif,4.013
5592687.cif,0
5592720.cif,0
5592721.cif,0
5637788.cif,0
5637790.cif,0
5637819.cif,5.119
5637822.cif,5.272
5637821.cif,1.251
5637828.cif,4.051
5637827.cif,0
5637826.cif,4.051
5637829.cif,0
5638026.cif,0
5638025.cif,0
5638024.cif,0
5638027.cif,0
5638137.cif,1.68
5638138.cif,0
5638139.cif,0
5638140.cif,0
5638292.cif,0
5638291.cif,0
5638290.cif,0
5638293.cif,0
5638296.cif,0
5638295.cif,0
5638294.cif,0
5638297.cif,0
5639098.cif,0
5639099.cif,0
5639119.cif,0
5639117.cif,0
5639116.cif,0
5639120.cif,0
5732557.cif,5.333
5733587.cif,0
5733588.cif,6.271
5733567.cif,0
5733569.cif,5.532
5733562.cif,2.16
5733584.cif,0
5733563.cif,1.123
5732558.cif,7.13
5732220.cif,2.222
5733572.cif,4.767
5733570.cif,4.736
5733585.cif,0
5733590.cif,1.122
5733571.cif,5.533
5733564.cif,0
5733592.cif,5.532
5733589.cif,1.113
5732219.cif,2.719
5734635.cif,1.922
5734599.cif,3.426
5734892.cif,0.564
5734787.cif,2.015
5734950.cif,1.845
5734702.cif,0
5735857.cif,4.87
5735898.cif,0
5734205.cif,0.503
5734662.cif,4.382
5734099.cif,0.564
5734940.cif,0.504
5734977.cif,0
5734116.cif,6.212
5734942.cif,4.622
5734943.cif,4.139
5734982.cif,2.015
5734122.cif,4.662
5736011.cif,6.164
5734956.cif,0
5734267.cif,5.254
5734989.cif,1.85
5734809.cif,4.788
5734997.cif,7.317
5734999.cif,0.598
5735045.cif,4.518
5735050.cif,0.712
5735035.cif,3.99
5735052.cif,0
5735090.cif,2.124
5735103.cif,5.123
5735105.cif,2.193
5735128.cif,4.313
5735130.cif,4.527
5735131.cif,4.168
5735599.cif,0
5734303.cif,6.805
5735736.cif,0
5735596.cif,0
5735216.cif,0.504
5748942.cif,0
5749315.cif,0
5748958.cif,0
5748960.cif,0
5748946.cif,0
5749037.cif,0
5748988.cif,0
5748965.cif,0
5748966.cif,0
5749001.cif,0
5748934.cif,0
5748968.cif,0
5749017.cif,0
5748969.cif,0
5749027.cif,0
5748972.cif,0
5749041.cif,0
5748938.cif,0
5749251.cif,0
5748975.cif,0
5749194.cif,0
5749055.cif,0
5749063.cif,0
5749058.cif,0
5749074.cif,0
5749202.cif,0
5749075.cif,0
5749206.cif,0
5749091.cif,0
5749106.cif,0
5749118.cif,0
5749121.cif,0
5749132.cif,0
5751410.cif,0
5749153.cif,0
5749328.cif,0
5749198.cif,0
5749331.cif,0
5749258.cif,0
5750951.cif,0
5749393.cif,0
5751125.cif,0
5749616.cif,0
5749647.cif,0
5749902.cif,0
5751042.cif,0
5853773.cif,0
5749438.cif,0
5749439.cif,0
5749523.cif,0
5751329.cif,0
5749399.cif,0
5749441.cif,0
5749470.cif,0
5749457.cif,0
5749451.cif,0
5749497.cif,0
5749533.cif,0
5749468.cif,0
5749499.cif,0
5749505.cif,0
5749507.cif,0
5749480.cif,0
5749719.cif,0
5749589.cif,0
5749598.cif,0
5749639.cif,0
5749613.cif,0
5749640.cif,0
5749624.cif,0
5749641.cif,0
5749628.cif,0
5749645.cif,0
5749646.cif,0
5749696.cif,0
5749703.cif,0
5749648.cif,0
5749661.cif,0
5749649.cif,0
5749720.cif,0
5749662.cif,0
5749704.cif,0
5749705.cif,0
5749650.cif,0
5749663.cif,0
5749664.cif,0
5749665.cif,0
5749722.cif,0
5749667.cif,0
5749706.cif,0
5749707.cif,0
5749668.cif,0
5749723.cif,0
5749724.cif,0
5749708.cif,0
5749672.cif,0
5749709.cif,0
5749753.cif,0
5749710.cif,0
5749711.cif,0
5749725.cif,0
5749712.cif,0
5749726.cif,0
5749729.cif,0
5749732.cif,0
5749733.cif,0
5749734.cif,0
5749736.cif,0
5749713.cif,0
5749737.cif,0
5749714.cif,0
5749739.cif,0
5749715.cif,0
5749716.cif,0
5749740.cif,0
5749741.cif,0
5749901.cif,0
5749743.cif,0
5749744.cif,0
5751437.cif,0
5749761.cif,0
5749762.cif,0
5749789.cif,0
5749790.cif,0
5749764.cif,0
5749993.cif,0
5749767.cif,0
5749852.cif,0
5749899.cif,0
5750107.cif,0
5749900.cif,0
5749813.cif,0
5749792.cif,0
5749814.cif,0
5750316.cif,0
5749815.cif,0
5749816.cif,0
5749817.cif,0
5749775.cif,0
5749818.cif,0
5749819.cif,0
5749779.cif,0
5749820.cif,0
5749793.cif,0
5749781.cif,0
5749783.cif,0
5749784.cif,0
5749858.cif,0
5749794.cif,0
5749821.cif,0
5749785.cif,0
5749786.cif,0
5749822.cif,0
5749799.cif,0
5749823.cif,0
5749787.cif,0
5749824.cif,0
5749800.cif,0
5749825.cif,0
5749801.cif,0
5749859.cif,0
5749802.cif,0
5749826.cif,0
5749827.cif,0
5749828.cif,0
5749829.cif,0
5749804.cif,0
5749830.cif,0
5749805.cif,0
5749806.cif,0
5750002.cif,0
5750005.cif,0
5749831.cif,0
5749832.cif,0
5750007.cif,0
5749860.cif,0
5751172.cif,0
5749808.cif,0
5750115.cif,0
5749861.cif,0
5749862.cif,0
5749903.cif,0
5749863.cif,0
5749904.cif,0
5749905.cif,0
5749833.cif,0
5749864.cif,0
5749865.cif,0
5749866.cif,0
5749867.cif,0
5749834.cif,0
5749906.cif,0
5749868.cif,0
5749907.cif,0
5749908.cif,0
5749909.cif,0
5749869.cif,0
5749870.cif,0
5749910.cif,0
5749871.cif,0
5749872.cif,0
5749911.cif,0
5750117.cif,0
5749873.cif,0
5750008.cif,0
5750010.cif,0
5749874.cif,0
5749912.cif,0
5750012.cif,0
5749913.cif,0
5749875.cif,0
5749914.cif,0
5749876.cif,0
5749877.cif,0
5750013.cif,0
5749915.cif,0
5749916.cif,0
5750014.cif,0
5750015.cif,0
5749917.cif,0
5749918.cif,0
5749919.cif,0
5750016.cif,0
5750118.cif,0
5750017.cif,0
5750018.cif,0
5749920.cif,0
5750319.cif,0
5749921.cif,0
5749878.cif,0
5750019.cif,0
5750020.cif,0
5749879.cif,0
5749922.cif,0
5749923.cif,0
5749924.cif,0
5750021.cif,0
5749925.cif,0
5749926.cif,0
5749927.cif,0
5750022.cif,0
5750122.cif,0
5749928.cif,0
5749929.cif,0
5749930.cif,0
5749931.cif,0
5749933.cif,0
5749934.cif,0
5749935.cif,0
5749987.cif,0
5750325.cif,0
5750023.cif,0
5749939.cif,0
5749940.cif,0
5750024.cif,0
5750025.cif,0
5750026.cif,0
5750027.cif,0
5749945.cif,0
5750028.cif,0
5750029.cif,0
5750030.cif,0
5749946.cif,0
5749947.cif,0
5749948.cif,0
5749949.cif,0
5749950.cif,0
5749951.cif,0
5749952.cif,0
5750326.cif,0
5750031.cif,0
5749954.cif,0
5750123.cif,0
5750225.cif,0
5750126.cif,0
5750032.cif,0
5750127.cif,0
5750128.cif,0
5749955.cif,0
5750033.cif,0
5750226.cif,0
5749956.cif,0
5750227.cif,0
5750228.cif,0
5749957.cif,0
5749958.cif,0
5749959.cif,0
5750034.cif,0
5750129.cif,0
5750130.cif,0
5750131.cif,0
5749960.cif,0
5750035.cif,0
5750036.cif,0
5750229.cif,0
5750132.cif,0
5750133.cif,0
5750134.cif,0
5749961.cif,0
5749962.cif,0
5749963.cif,0
5750037.cif,0
5750038.cif,0
5750135.cif,0
5750039.cif,0
5750136.cif,0
5750230.cif,0
5750040.cif,0
5750137.cif,0
5750231.cif,0
5750138.cif,0
5750041.cif,0
5750139.cif,0
5750042.cif,0
5749967.cif,0
5749968.cif,0
5750043.cif,0
5750044.cif,0
5750045.cif,0
5750140.cif,0
5750232.cif,0
5750141.cif,0
5750233.cif,0
5749969.cif,0
5750142.cif,0
5750046.cif,0
5750143.cif,0
5750234.cif,0
5750047.cif,0
5750048.cif,0
5750049.cif,0
5750050.cif,0
5750144.cif,0
5750051.cif,0
5750235.cif,0
5749970.cif,0
5750052.cif,0
5750236.cif,0
5750053.cif,0
5750237.cif,0
5750238.cif,0
5750054.cif,0
5750239.cif,0
5750333.cif,0
5750145.cif,0
5750240.cif,0
5750146.cif,0
5750147.cif,0
5750241.cif,0
5750055.cif,0
5750148.cif,0
5750149.cif,0
5750150.cif,0
5750151.cif,0
5750152.cif,0
5750056.cif,0
5750242.cif,0
5750057.cif,0
5750153.cif,0
5750154.cif,0
5750155.cif,0
5750058.cif,0
5750156.cif,0
5750059.cif,0
5750157.cif,0
5750060.cif,0
5750061.cif,0
5750158.cif,0
5749979.cif,0
5750159.cif,0
5750062.cif,0
5750064.cif,0
5750511.cif,0
5750160.cif,0
5750161.cif,0
5750070.cif,0
5750243.cif,0
5750244.cif,0
5750392.cif,0
5750071.cif,0
5749980.cif,0
5750162.cif,0
5750163.cif,0
5750075.cif,0
5750245.cif,0
5750077.cif,0
5750217.cif,0
5750078.cif,0
5750164.cif,0
5750246.cif,0
5750165.cif,0
5750166.cif,0
5750247.cif,0
5750167.cif,0
5750086.cif,0
5750335.cif,0
5750087.cif,0
5750248.cif,0.802
5750168.cif,0
5750169.cif,0
5750170.cif,0
5750089.cif,0
5750090.cif,0
5750171.cif,0
5750172.cif,0
5750173.cif,0
5750174.cif,0
5750091.cif,0
5750249.cif,0
5750092.cif,0
5750175.cif,0
5750176.cif,0
5750177.cif,0
5750178.cif,0
5750393.cif,0
5750250.cif,0
5750093.cif,0
5750179.cif,0
5750180.cif,0
5750181.cif,0
5750094.cif,0
5750095.cif,0
5750251.cif,0
5750252.cif,0
5751276.cif,0
5750182.cif,0
5750253.cif,0
5750336.cif,0
5750254.cif,0
5750255.cif,0
5750183.cif,0
5750256.cif,0
5750257.cif,0
5750337.cif,0
5750184.cif,0
5750185.cif,0
5750186.cif,0
5750258.cif,0
5750188.cif,0
5750332.cif,0
5750422.cif,0
5750224.cif,0
5750334.cif,0
5750259.cif,0
5750338.cif,0
5750339.cif,0
5750395.cif,0
5750397.cif,0
5750779.cif,0
5750461.cif,0
5750340.cif,0
5750341.cif,0
5750342.cif,0
5750343.cif,0
5750344.cif,0
5750462.cif,0
5750745.cif,0
5750463.cif,0
5750464.cif,0
5750465.cif,0
5750466.cif,0
5750467.cif,0
5750345.cif,0
5750468.cif,0
5750469.cif,0
5750346.cif,0
5750260.cif,0
5751018.cif,0.316
5750347.cif,0
5750348.cif,0
5750261.cif,0
5750262.cif,0
5750349.cif,0
5750350.cif,0
5750263.cif,0
5750329.cif,0
5750672.cif,0
5750264.cif,0
5750331.cif,0
5750387.cif,0
5750509.cif,0
5750784.cif,0
5750272.cif,0
5750510.cif,0
5750274.cif,0
5750351.cif,0
5750275.cif,0
5750276.cif,0
5750352.cif,0
5750277.cif,0
5750278.cif,0
5750470.cif,0
5750353.cif,0
5750279.cif,0
5750280.cif,0
5750471.cif,0
5750472.cif,0
5750354.cif,0
5750355.cif,0
5750473.cif,0
5750474.cif,0
5750475.cif,0
5750476.cif,0
5750477.cif,0
5750356.cif,0
5751021.cif,0
5750585.cif,0
5750478.cif,0
5750479.cif,0
5750480.cif,0
5750586.cif,0
5750357.cif,0
5750481.cif,0
5750588.cif,0
5750482.cif,0
5750483.cif,0
5750484.cif,0
5750485.cif,0
5750358.cif,0
5750359.cif,0
5750486.cif,0
5750487.cif,0
5750488.cif,0
5750786.cif,0
5750360.cif,0
5750489.cif,0
5750490.cif,0
5750361.cif,0
5750491.cif,0
5750746.cif,0
5750362.cif,0
5750589.cif,0
5750492.cif,0
5750591.cif,0
5750593.cif,0
5750596.cif,1.961
5750363.cif,0
5751043.cif,0
5750398.cif,0
5750399.cif,0
5750493.cif,0
5750597.cif,0
5750512.cif,0
5750513.cif,0
5750673.cif,0
5750514.cif,0
5750403.cif,0
5750674.cif,0
5750515.cif,0
5750516.cif,0
5750650.cif,0
5750651.cif,0
5750652.cif,0
5750653.cif,0
5750494.cif,0
5750654.cif,0
5750655.cif,0
5750656.cif,0
5750657.cif,0
5750787.cif,0
5750659.cif,0
5750660.cif,0
5750364.cif,0
5750365.cif,0
5750497.cif,0
5750498.cif,0
5750661.cif,0
5750662.cif,0
5750499.cif,0
5750663.cif,0
5750788.cif,0
5750789.cif,0
5750867.cif,0
5750790.cif,0
5750664.cif,0
5750665.cif,0
5750791.cif,0
5750666.cif,0
5750667.cif,0
5750501.cif,0
5750366.cif,0
5750517.cif,0
5750675.cif,0
5750676.cif,0
5750668.cif,0
5750669.cif,0
5750502.cif,0
5750503.cif,0
5750792.cif,0
5750793.cif,0
5750670.cif,0
5750504.cif,0
5750794.cif,0
5750671.cif,0
5750953.cif,0
5750505.cif,0
5751058.cif,0
5750732.cif,0
5750506.cif,0
5750795.cif,0
5750954.cif,0
5750796.cif,0
5750868.cif,0
5750797.cif,0
5750798.cif,0
5750869.cif,0
5750677.cif,0
5750870.cif,0
5750508.cif,0
5750678.cif,0
5750799.cif,0
5750679.cif,0
5750680.cif,0
5750681.cif,0
5750682.cif,0
5750683.cif,0
5750800.cif,0
5750801.cif,0
5750684.cif,0
5750802.cif,0
5750803.cif,0
5750685.cif,0
5750804.cif,0
5750686.cif,0
5750805.cif,0
5750687.cif,0
5750806.cif,0
5750807.cif,0
5750808.cif,0
5750915.cif,0
5750688.cif,0
5750809.cif,0
5750810.cif,0
5750811.cif,0
5750812.cif,0
5750813.cif,0
5750814.cif,0
5750690.cif,0
5750815.cif,0
5750691.cif,0
5750692.cif,0
5750816.cif,0
5751023.cif,0
5751173.cif,0
5750817.cif,0
5750871.cif,0
5750919.cif,0
5750822.cif,0
5750701.cif,0
5750872.cif,0
5750818.cif,0
5750703.cif,0
5750819.cif,0
5750704.cif,0
5750820.cif,0
5751024.cif,0
5750705.cif,0
5750706.cif,0
5750873.cif,0
5750821.cif,0
5750874.cif,0
5750875.cif,0
5750823.cif,0
5750707.cif,0
5750824.cif,0
5750876.cif,0
5751025.cif,0
5751123.cif,0
5750877.cif,0
5751059.cif,0
5750878.cif,0
5750879.cif,0
5750955.cif,0
5750880.cif,0
5750825.cif,0
5750881.cif,0
5750882.cif,0
5750956.cif,0
5750883.cif,0
5750884.cif,0
5750957.cif,0
5751061.cif,0
5750885.cif,0
5750886.cif,0
5750829.cif,0
5750831.cif,0
5750832.cif,0
5750834.cif,0
5750887.cif,0
5750835.cif,0
5750836.cif,0
5750888.cif,0
5750837.cif,0
5750838.cif,0
5750889.cif,0
5750950.cif,0
5750839.cif,0
5750890.cif,0
5751062.cif,0
5750861.cif,0
5750747.cif,0
5750958.cif,0
5750862.cif,0
5750863.cif,0
5750891.cif,0
5751064.cif,0
5750959.cif,0
5751065.cif,0
5751066.cif,0
5751067.cif,0
5750892.cif,0
5751126.cif,0
5750960.cif,0
5751068.cif,0
5750961.cif,0
5751069.cif,0
5751070.cif,0
5751262.cif,0
5751071.cif,0
5751072.cif,0
5751073.cif,0
5751188.cif,0
5751074.cif,0
5750893.cif,0
5751075.cif,0
5750962.cif,0
5751189.cif,0
5751211.cif,0
5751076.cif,0
5751077.cif,0
5751336.cif,0
5751078.cif,0
5751079.cif,0
5751080.cif,0
5751081.cif,0
5751341.cif,0
5750963.cif,0
5750964.cif,0
5750965.cif,0
5750966.cif,0
5750967.cif,0
5750968.cif,0
5750971.cif,0
5751082.cif,0
5751083.cif,0
5750972.cif,0
5750973.cif,0
5751190.cif,0
5751191.cif,0
5751084.cif,0
5750975.cif,0
5751086.cif,0
5751088.cif,0
5750976.cif,0
5751192.cif,0
5751089.cif,0
5751090.cif,0
5751091.cif,0
5751092.cif,0
5751232.cif,0
5751212.cif,0
5751093.cif,0
5751213.cif,0
5750977.cif,0
5751094.cif,0
5751095.cif,0
5751096.cif,0
5751193.cif,0.382
5751097.cif,0
5751346.cif,0
5751098.cif,0
5750978.cif,0
5750898.cif,0
5751128.cif,0
5751099.cif,0
5751100.cif,0
5750979.cif,0
5751101.cif,0
5750980.cif,0
5750899.cif,0
5751102.cif,0
5751195.cif,0
5750982.cif,0
5751103.cif,0
5750987.cif,0
5750989.cif,0
5751130.cif,0
5751196.cif,0
5751104.cif,0
5751197.cif,0
5750994.cif,0
5751106.cif,0
5751278.cif,0
5751199.cif,0
5751132.cif,0
5751214.cif,0
5750996.cif,0
5751133.cif,0
5751134.cif,0
5751108.cif,0
5751111.cif,0
5751027.cif,0
5751347.cif,1.542
5751112.cif,0
5751028.cif,0
5751029.cif,0
5751215.cif,0
5751135.cif,0
5751216.cif,0
5754424.cif,0
5754426.cif,0
5754429.cif,0
5754525.cif,0.662
5754529.cif,0
5756556.cif,0
5756562.cif,0
5756902.cif,0
5756672.cif,0
5756913.cif,0
5756915.cif,0
5756916.cif,0
5756918.cif,0
5756922.cif,0
5756928.cif,0
5757070.cif,0
5756940.cif,0
5756950.cif,0
5756954.cif,0
5756971.cif,0
5756979.cif,0
5756983.cif,0
5757078.cif,0
5911470.cif,0
5757562.cif,0
5757079.cif,0
5757082.cif,0
5757122.cif,0
5757123.cif,0
5757141.cif,0
5757190.cif,0
5757398.cif,0
5757399.cif,0
5757403.cif,0
5757219.cif,0
5757226.cif,0
5757257.cif,0.2
5757260.cif,0
5757277.cif,0
5757302.cif,0
5757318.cif,0
5763363.cif,0
5757609.cif,0
5757612.cif,0
5757613.cif,0
5757615.cif,0
5757624.cif,0
5757633.cif,0
5757635.cif,0
5757648.cif,0
5757415.cif,0
5757437.cif,0
5757452.cif,0
5757477.cif,0
5757528.cif,0
5757721.cif,0
5757757.cif,0
5757794.cif,0
5757805.cif,0
5757806.cif,0
5757809.cif,0.827
5758036.cif,0
5757825.cif,0
5757843.cif,0
5758044.cif,0
5757879.cif,0
